"id","code","name","name_cn","parent_id","enabled","dest"
382,"21.060","Fasteners","紧固件",8,1,"Fasteners related to surgery, prosthetics and orthotics, see 11.040.40 
Fasteners for aerospace construction, see 49.030"
383,"21.080","Hinges, eyelets and other articulated joints","铰链、孔眼和其他关节连接件",8,1,
384,"21.100","Bearings","轴承",8,1,
385,"21.120","Shafts and couplings","轴和联轴器",8,1,
386,"21.140","Seals, glands","密封件、密封装置",8,1,"Seals for pipe and hose assemblies, see 23.040.80"
387,"21.160","Springs","弹簧",8,1,"Steels for springs, see 77.140.25"
388,"21.180","Housings, enclosures, other machine parts","机箱、外壳、其他机械部件",8,1,
389,"21.200","Gears","齿轮及齿轮传动",8,1,
390,"21.220","Flexible drives and transmissions","挠性传动和传送",8,1,
391,"21.240","Rotary-reciprocating mechanisms and their parts","旋转-往复式机构及其部件",8,1,"Including pistons, piston-rings, crankshafts, etc. for general engineering"
392,"21.260","Lubrication systems","润滑系统",8,1,"Lubricants, see 75.100"
395,"21.040.01","Screw threads in general","螺纹综合",381,1,
396,"21.040.10","Metric screw threads","米制螺纹",381,1,
397,"21.040.20","Inch screw threads","英制螺纹",381,1,"Including Whitworth screw threads 
Pipe threads, see 21.040.30"
398,"21.040.30","Special screw threads","特殊螺纹",381,1,"Including miniature screw threads, pipe threads, etc."
400,"21.060.01","Fasteners in general","紧固件综合",382,1,
401,"21.060.10","Bolts, screws, studs","螺栓、螺钉、螺柱",382,1,
402,"21.060.20","Nuts","螺母",382,1,
403,"21.060.30","Washers, locking elements","垫圈、锁紧件",382,1,
404,"21.060.40","Rivets","铆钉",382,1,
405,"21.060.50","Pins, nails","销、钉",382,1,
406,"21.060.60","Rings, bushes, sleeves, collars","环、套管、管接头、承插",382,1,
407,"21.060.70","Clamps and staples","卡箍和U形环",382,1,
408,"21.060.99","Other fasteners","其他紧固件",382,1,
411,"21.100.01","Bearings in general","轴承综合",384,1,
412,"21.100.10","Plain bearings","滑动轴承",384,1,
413,"21.100.20","Rolling bearings","滚动轴承",384,1,
415,"21.120.01","Shafts and couplings in general","轴和联轴器综合",385,1,
416,"21.120.10","Shafts","轴",385,1,
417,"21.120.20","Couplings","联轴器、离合器、磨擦器",385,1,
418,"21.120.30","Keys and keyways, splines","键和键槽、花键",385,1,
419,"21.120.40","Balancing and balancing machines","平衡和平衡机",385,1,
420,"21.120.99","Other standards related to shafts and couplings","有关轴和联轴器的其他标准",385,1,
426,"21.220.01","Flexible drives and transmissions in general","挠性传动和传送综合",390,1,
427,"21.220.10","Belt drives and their components","带传动及其零件",390,1,
428,"21.220.20","Cable or rope drives and their components","缆索或绳索传动及其零件",390,1,
429,"21.220.30","Chain drives and their components","链传动及其零件",390,1,
430,"21.220.99","Other flexible drives and transmissions","其它挠性传动和传送",390,1,
433,"23.020","Fluid storage devices","流体存储装置",9,1,"Small containers for transportation of fluids and bulk materials, see 55.140 
Storage devices for petroleum products and natural gas, see 75.200"
434,"23.040","Pipeline components and pipelines","管道部件和管道",9,1,"Pipeline components and pipelines for petroleum products and natural gas, see 75.200"
435,"23.060","Valves","阀门",9,1,
436,"23.080","Pumps","泵",9,1,"Pumps for fluid power systems, see 23.100.10 
Vacuum pumps, see 23.160"
437,"23.100","Fluid power systems","流体动力系统",9,1,
438,"23.120","Ventilators. Fans. Air-conditioners","通风机、风扇、空调器",9,1,"Marine ventilation and air-conditioning systems, see 47.020.90 
Mining ventilation and air-conditioning systems, see 73.100.20 
Ventilation and air-conditioning in buildings, see 91.140.30"
439,"23.140","Compressors and pneumatic machines","压缩机和气动机械",9,1,"Compressed air, see 71.100.20"
440,"23.160","Vacuum technology","真空技术",9,1,"Including vacuum pumps"
442,"23.020.01","Fluid storage devices in general","流体存储装置综合",433,1,
443,"23.020.10","Stationary containers and tanks","固定容器和罐",433,1,
444,"23.020.20","Vessels and containers mounted on vehicles","车载槽罐和容器",433,1,"Tanker trucks, see 43.080.10 
Tank wagons, see 45.060.20 
Tankers, see 47.020.85 
Small containers for fluids, see 55.140"
445,"23.020.30","Pressure vessels","压力容器、气瓶",433,1,"Steam pressure vessels, see 27.060.30 
Steels for pressure purposes, see 77.140.30"
446,"23.020.40","Cryogenic vessels","低温容器",433,1,
447,"23.020.99","Other fluid storage devices","其他流体存储装置",433,1,
449,"23.040.01","Pipeline components and pipelines in general","管道部件和管道综合",434,1,
450,"23.040.10","Iron and steel pipes","铁管和钢管",434,1,"Steel pipes and tubes for specific use, see 77.140.75"
451,"23.040.15","Non-ferrous metal pipes","有色金属管",434,1,"Non-ferrous metal pipes and tubes for specific use, see 77.150"
452,"23.040.20","Plastics pipes","塑料管",434,1,
453,"23.040.40","Metal fittings","金属配件",434,1,
454,"23.040.45","Plastics fittings","塑料配件",434,1,
455,"23.040.50","Pipes and fittings of other materials","其他材料的管和配件",434,1,
456,"23.040.60","Flanges, couplings and joints","法兰、管接头及其连接件",434,1,
457,"23.040.70","Hoses and hose assemblies","软管和软管组件",434,1,
458,"23.040.80","Seals for pipe and hose assemblies","管和软管组件的密封",434,1,
459,"23.040.99","Other pipeline components","其他管道部件",434,1,
461,"23.060.01","Valves in general","阀门综合",435,1,
462,"23.060.10","Globe valves","球阀",435,1,
463,"23.060.20","Ball and plug valves","球闸阀和旋塞阀",435,1,
464,"23.060.30","Gate valves","闸阀",435,1,
465,"23.060.40","Pressure regulators","压力调节器",435,1,"Including pressure-reducers 
Protection against excessive pressure, see 13.240"
466,"23.060.50","Check valves","止回阀",435,1,
467,"23.060.99","Other valves","其他阀门",435,1,
470,"23.100.01","Fluid power systems in general","流体动力系统综合",437,1,
471,"23.100.10","Pumps and motors","泵和马达",437,1,
472,"23.100.20","Cylinders","缸",437,1,
473,"23.100.40","Piping and couplings","管道和管接头",437,1,
474,"23.100.50","Control components","控制部件",437,1,"Including valves"
475,"23.100.60","Filters, seals and contamination of fluids","过滤器、密封垫和流体杂质",437,1,"Hydraulic fluids, see 75.120"
476,"23.100.99","Other fluid power system components","其他流体系统部件",437,1,
480,"25.020","Manufacturing forming processes","制造成型过程",10,1,
481,"25.040","Industrial automation systems","工业自动化系统",10,1,"IT applications in industry, see 35.240.50"
482,"25.060","Machine tool systems","机床装置",10,1,
483,"25.080","Machine tools","机床",10,1,"Woodworking machines, see 79.120.10"
484,"25.100","Cutting tools","切削工具",10,1,"Including industrial diamonds 
Woodworking tools, see 79.120.20"
485,"25.120","Chipless working equipment","无屑加工设备",10,1,
486,"25.140","Hand-held tools","手持工具",10,1,"Tools for working with voltages, see 13.260"
487,"25.160","Welding, brazing and soldering","焊接、钎焊和低温焊",10,1,"Including gas welding, electric welding, plasma welding, electron beam welding, plasma cutting, etc."
488,"25.180","Industrial furnaces","工业炉",10,1,
489,"25.200","Heat treatment","热处理",10,1,
490,"25.220","Surface treatment and coating","表面处理和涂覆",10,1,"Including processes and equipment for surface treatment and coating 
Heat treatment, see 25.200 
Surface treatment and coating in aerospace industry, see 49.040 
Corrosion of metals, see 77.060 
Paint coating, see 87.020"
493,"25.040.01","Industrial automation systems in general","工业自动化系统综合",481,1,
494,"25.040.10","Machining centres","机械加工中心",481,1,
495,"25.040.20","Numerically controlled machines","数控机床",481,1,
496,"25.040.30","Industrial robots. Manipulators","工业机器人、机械手",481,1,
497,"25.040.40","Industrial process measurement and control","工业过程的测量与控制",481,1,
498,"25.040.99","Other industrial automation systems","其他工业自动化系统",481,1,
500,"25.060.01","Machine tool systems in general","机床装置综合",482,1,
501,"25.060.10","Modular units and other devices","组合单元和其他装置",482,1,
502,"25.060.20","Dividing and tool-workpiece holding devices","分度和刀具/工件夹持装置",482,1,
503,"25.060.99","Other machine tool systems","其他机床装置",482,1,
505,"25.080.01","Machine tools in general","机床综合",483,1,
506,"25.080.10","Lathes","车床",483,1,
507,"25.080.20","Boring and milling machines","镗床和铣床",483,1,
508,"25.080.25","Planing machines","刨床",483,1,
509,"25.080.30","Broaching machines","拉床",483,1,
510,"25.080.40","Drilling machines","钻床",483,1,
511,"25.080.50","Grinding and polishing machines","磨床和抛光机",483,1,
512,"25.080.60","Sawing machines","锯床",483,1,
513,"25.080.99","Other machine tools","其他机床",483,1,
515,"25.100.01","Cutting tools in general","切削工具综合",484,1,
516,"25.100.10","Turning tools","车刀",484,1,
517,"25.100.20","Milling tools","铣刀",484,1,
518,"25.100.25","Tools for planing and broaching machines","刨床、拉床用刀具",484,1,
519,"25.100.30","Drills, countersinks, reamers","钻头、锪钻、铰刀",484,1,
520,"25.100.40","Saws","锯",484,1,
521,"25.100.50","Taps and threading dies","丝锥和板牙",484,1,
522,"25.100.60","Files","锉刀",484,1,
523,"25.100.70","Abrasives","磨料磨具",484,1,
524,"25.100.99","Other cutting tools","其他切削刀具",484,1,
526,"25.120.01","Chipless working equipment in general","无屑加工设备综合",485,1,
527,"25.120.10","Forging equipment. Presses. Shears","锻压设备、冲压机、剪切机",485,1,
528,"25.120.20","Rolling, extruding and drawing equipment","轧制、挤压和拉制设备",485,1,
529,"25.120.30","Moulding equipment","模制设备和铸造设备",485,1,
530,"25.120.40","Electrochemical machines","电化学加工机床",485,1,
531,"25.120.99","Other chipless working equipment","其他无屑加工设备",485,1,
533,"25.140.01","Hand-held tools in general","手持工具综合",486,1,
534,"25.140.10","Pneumatic tools","气动工具",486,1,
535,"25.140.20","Electric tools","电动工具",486,1,"Chain- and brush-saws, see 65.060.80"
536,"25.140.30","Hand-operated tools","手动工具",486,1,"Including wrenches, screwdrivers, pliers, nippers, hammers, etc."
537,"25.140.99","Other hand-held tools","其他手持工具",486,1,
539,"25.160.01","Welding, brazing and soldering in general","焊接、钎焊和低温焊综合",487,1,"Including welders' qualifications"
540,"25.160.10","Welding processes","焊接工艺",487,1,"Including thermal cutting and cladding"
541,"25.160.20","Welding consumables","焊接消耗品",487,1,"Including electrodes, filler metals, gases, etc."
542,"25.160.30","Welding equipment","焊接设备",487,1,"Including thermal cutting equipment"
543,"25.160.40","Welded joints and welds","焊接接头",487,1,"Including welding position and mechanical and non-destructive testing of welded joints"
544,"25.160.50","Brazing and soldering","钎焊和低温焊",487,1,"Including brazing and soldering alloys and equipment"
546,"25.180.01","Industrial furnaces in general","工业炉综合",488,1,
547,"25.180.10","Electric furnaces","电炉",488,1,
548,"25.180.20","Fuel furnaces","燃油炉",488,1,
551,"25.220.01","Surface treatment and coating in general","表面处理和涂覆综合",490,1,
552,"25.220.10","Surface preparation","表面预处理",490,1,"Including surface preparation for painting, cleaning, scouring, blasting, etc."
553,"25.220.20","Surface treatment","表面处理",490,1,"Including anodization, conversion coating, thermal spraying, etc."
554,"25.220.40","Metallic coatings","金属镀层",490,1,"Including electrolytic depositions, cathodic coatings, autocatalytic coatings, etc."
555,"25.220.50","Enamels","搪瓷",490,1,
556,"25.220.60","Organic coatings","有机涂层",490,1,
557,"25.220.99","Other treatments and coatings","其他处理和涂覆",490,1,
558,"27.010","Energy and heat transfer engineering in general","能源和热传导工程综合",11,1,
559,"27.020","Internal combustion engines","内燃机",11,1,"Internal combustion engines for current generating sets, see 29.160.40 
Internal combustion engines for road vehicles, see 43.060 
Marine engines, see 47.020.20"
560,"27.040","Gas and steam turbines. Steam engines","燃气和蒸汽轮机、蒸汽机",11,1,"Hydraulic turbines, see 27.140"
561,"27.060","Burners. Boilers","燃烧器、锅炉",11,1,
562,"27.070","Fuel cells","燃料电池",11,1,
563,"27.080","Heat pumps","热泵",11,1,
564,"27.100","Power stations in general","电站综合",11,1,"Including thermal power plants 
Nuclear power plants, see 27.120.20 
Hydraulic power plants, see 27.140 
Solar power stations, see 27.160 
Wind turbine systems, see 27.180"
565,"27.120","Nuclear energy engineering","核能工程",11,1,
566,"27.140","Hydraulic energy engineering","水力工程",11,1,"Including hydraulic turbines"
567,"27.160","Solar energy engineering","太阳能工程",11,1,"Including photovoltaic energy systems"
568,"27.180","Wind turbine energy systems","风力涡轮机能量系统",11,1,"Including generation of electrical energy"
569,"27.200","Refrigerating technology","制冷技术",11,1,"Air-conditioners, see 23.120 
Refrigerants, see 71.100.45 
Commercial refrigerating appliances, see 97.130.20 
Household refrigerating appliances, see 97.040.30"
570,"27.220","Heat recovery. Thermal insulation","热回收、绝热",11,1,"Thermal insulation of buildings, see 91.120.10"
575,"27.060.01","Burners and boilers in general","燃烧器、锅炉综合",561,1,"Burners and boilers for central heating systems, see 91.140.10"
576,"27.060.10","Liquid and solid fuel burners","液体和固体燃料燃烧器",561,1,
577,"27.060.20","Gas fuel burners","气体燃料燃烧器",561,1,
578,"27.060.30","Boilers and heat exchangers","锅炉和热交换器",561,1,"Including steam pressure vessels 
Heat exchangers for medical use, see 11.040.10 
Heat exchangers for the chemical industry, see 71.120.30 
Heat exchangers for the petroleum and natural gas industry, see 75.180.20 
Heating appliances for buildings, see 97.100"
583,"27.120.01","Nuclear energy in general","核能综合",565,1,
584,"27.120.10","Reactor engineering","反应堆工程",565,1,
585,"27.120.20","Nuclear power plants. Safety","核电站、安全",565,1,"Radiation protection, see 13.280"
586,"27.120.30","Fissile materials and nuclear fuel technology","裂变物质",565,1,"Including raw materials 
Radioactive wastes, see 13.030.30"
587,"27.120.99","Other standards related to nuclear energy","有关核能的其他标",565,1,
593,"29.020","Electrical engineering in general","电气工程综合",12,1,"Including voltages, general electrical terminology, electrical documentation, electrical tables, safety, fire hazard testing, etc. 
Electrical diagrams and charts, see 01.100.25 
Electrical power stations, see 27.100 
Electromagnetic compatibility, see 33.100"
594,"29.030","Magnetic materials","磁性材料",12,1,"Steels with special magnetic properties, see 77.140.40"
595,"29.035","Insulating materials","绝缘材料",12,1,
596,"29.040","Insulating fluids","绝缘流体",12,1,
597,"29.045","Semiconducting materials","半导体材料",12,1,
598,"29.050","Superconductivity and conducting materials","导体材料",12,1,
599,"29.060","Electrical wires and cables","电线和电缆",12,1,
600,"29.080","Insulation","绝缘",12,1,"Insulating materials, see 29.035 
Insulating fluids, see 29.040"
601,"29.100","Components for electrical equipment","电工设备元件",12,1,"Electronic components, see 31"
602,"29.120","Electrical accessories","电工器件",12,1,
603,"29.140","Lamps and related equipment","电灯及有关装置",12,1,
604,"29.160","Rotating machinery","旋转电机",12,1,
605,"29.180","Transformers. Reactors","变压器、电抗器",12,1,"Instrument transformers, see 17.220.20"
606,"29.200","Rectifiers. Converters. Stabilized power supply","整流器、转换器、稳压电源",12,1,"Including semiconductor converters"
607,"29.220","Galvanic cells and batteries","电池和蓄电池",12,1,
608,"29.240","Power transmission and distribution networks","输电网和配电网",12,1,"Electricity supply systems in buildings, see 91.140.50"
609,"29.260","Electrical equipment for working in special conditions","特殊工作条件用电气设备",12,1,
610,"29.280","Electric traction equipment","电力牵引设备",12,1,"Including railway electric fixed installations 
Electric road vehicles, see 43.120 
Non-electric railway tractive stock, see 45.060.10"
614,"29.035.01","Insulating materials in general","绝缘材料综合",595,1,
615,"29.035.10","Paper and board insulating materials","纸和纸板绝缘材料",595,1,
616,"29.035.20","Plastics and rubber insulating materials","塑料和橡胶绝缘材",595,1,"Including adhesive tapes"
617,"29.035.30","Glass and ceramic insulating materials","陶瓷和玻璃绝缘材",595,1,
618,"29.035.50","Mica based materials","云母基材料",595,1,
619,"29.035.60","Varnished fabrics","涂层织物",595,1,
620,"29.035.99","Other insulating materials","其他绝缘材料",595,1,
622,"29.040.01","Insulating fluids in general","绝缘流体综合",596,1,
623,"29.040.10","Insulating oils","绝缘油",596,1,
624,"29.040.20","Insulating gases","绝缘气体",596,1,
625,"29.040.99","Other insulating fluids","其他绝缘流体",596,1,
629,"29.060.01","Electrical wires and cables in general","电线和电缆综合",599,1,
630,"29.060.10","Wires","电线",599,1,"Including electric rods, busbars, etc."
631,"29.060.20","Cables","电缆",599,1,
633,"29.080.01","Electrical insulation in general","电绝缘综合",600,1,
634,"29.080.10","Insulators","绝缘子",600,1,"Including fittings and other components for insulators"
635,"29.080.20","Bushings","套管",600,1,
636,"29.080.30","Insulation systems","绝缘系统",600,1,
637,"29.080.99","Other standards related to insulation","有关绝缘的其他标准",600,1,
639,"29.100.01","Components for electrical equipment in general","电工设备元件综合",601,1,
640,"29.100.10","Magnetic components","磁性元件",601,1,
641,"29.100.20","Electric and electromechanical components","电工和机电元件",601,1,
642,"29.100.99","Other components for electrical equipment","电工设备用其他元件",601,1,
644,"29.120.01","Electrical accessories in general","电工器件综合",602,1,
645,"29.120.10","Conduits for electrical purposes","导线管",602,1,
646,"29.120.20","Connecting devices","连接装置",602,1,
647,"29.120.30","Plugs, socket-outlets, couplers","插头、插座、联接器",602,1,
648,"29.120.40","Switches","开关",602,1,
649,"29.120.50","Fuses and other overcurrent protection devices","熔断器和其他过载保护",602,1,
650,"29.120.70","Relays","继电器",602,1,
651,"29.120.99","Other electrical accessories","其他电工器件",602,1,
653,"29.140.01","Lamps in general","电灯综合",603,1,
654,"29.140.10","Lamp caps and holders","灯头和灯座",603,1,
655,"29.140.20","Incandescent lamps","白炽灯",603,1,
656,"29.140.30","Fluorescent lamps. Discharge lamps","荧光灯、放电灯",603,1,
657,"29.140.40","Luminaires","照明设备",603,1,
658,"29.140.50","Lighting installation systems","照明安装系统",603,1,"Including supply track systems"
659,"29.140.99","Other standards related to lamps","有关灯的其他标准",603,1,
661,"29.160.01","Rotating machinery in general","旋转电机综合",604,1,
662,"29.160.10","Components for rotating machines","旋转电机部件",604,1,
663,"29.160.20","Generators","发电机",604,1,
664,"29.160.30","Motors","电动机",604,1,
665,"29.160.40","Generating sets","发电机组",604,1,
666,"29.160.99","Other standards related to rotating machinery","有关旋转电机的其他标准",604,1,
670,"29.220.01","Galvanic cells and batteries in general","电池和蓄电池综合",607,1,
671,"29.220.10","Primary cells and batteries","原电池和蓄电池",607,1,
672,"29.220.20","Acid secondary cells and batteries","酸性副电池及蓄电池",607,1,
673,"29.220.30","Alkaline secondary cells and batteries","碱性副电池及蓄电池",607,1,
674,"29.220.99","Other cells and batteries","其他电池和蓄电池",607,1,
676,"29.240.01","Power transmission and distribution networks in general","输电网和配电网综合",608,1,"Powerline telecommunications, see 33.040.60"
677,"29.240.10","Substations. Surge arresters","变电站、电涌放电器",608,1,
678,"29.240.20","Power transmission and distribution lines","输电线路和配电线路",608,1,
679,"29.240.30","Control equipment for electric power systems","电力系统用控制设备",608,1,"Measuring instruments for electrical quantities, see 17.220.20"
680,"29.240.99","Other equipment related to power transmission and distribution networks","其他有关输电网和配电网的设备",608,1,"Including capacitors for power networks"
682,"29.260.01","Electrical equipment for working in special conditions in general","特殊工作条件用电气设备综合",609,1,
683,"29.260.10","Electrical installations for outdoor use","户外用电气设备",609,1,
684,"29.260.20","Electrical apparatus for explosive atmospheres","易爆环境用电气设备",609,1,
685,"29.260.99","Other electrical equipment for working in special conditions","特殊工作条件用其他电气设备",609,1,
687,"31.020","Electronic components in general","电子元件综合",13,1,"Magnetic components, see 29.100.10"
688,"31.040","Resistors","电阻器",13,1,
689,"31.060","Capacitors","电容器",13,1,
690,"31.080","Semiconductor devices","半导体器件",13,1,"Semiconducting materials, see 29.045"
691,"31.100","Electronic tubes","电子管",13,1,
692,"31.120","Electronic display devices","电子显示器件",13,1,"Including liquid crystal displays"
693,"31.140","Piezoelectric devices","压电器件和介质器件",13,1,
694,"31.160","Electric filters","滤波器",13,1,
695,"31.180","Printed circuits and boards","印制电路和印制电路板",13,1,
696,"31.190","Electronic component assemblies","电子器件组件",13,1,"Including preassembled modules"
697,"31.200","Integrated circuits. Microelectronics","集成电路、微电子学",13,1,"Including electronic chips, logical and analogue microstructures 
Microprocessors, see 35.160"
698,"31.220","Electromechanical components for electronic and telecommunications equipment","电子电信设备用机电零部件",13,1,
699,"31.240","Mechanical structures for electronic equipment","电子设备用机械构件",13,1,
700,"31.260","Optoelectronics. Laser equipment","光电子学、激光设备",13,1,"Including photoelectric tubes and cells"
703,"31.040.01","Resistors in general","电阻器综合",688,1,
704,"31.040.10","Fixed resistors","固定电阻器",688,1,
705,"31.040.20","Potentiometers, variable resistors","电位器、可变电阻器",688,1,
706,"31.040.30","Thermistors","热敏电阻器",688,1,
707,"31.040.99","Other resistors","其他电阻器",688,1,
709,"31.060.01","Capacitors in general","电容器综合",689,1,
710,"31.060.10","Fixed capacitors","固定电容器",689,1,
711,"31.060.20","Ceramic and mica capacitors","陶瓷电容器和云母电容器",689,1,
712,"31.060.30","Paper and plastics capacitors","纸介电容器和塑料膜电容器",689,1,
713,"31.060.40","Tantalum electrolytic capacitors","钽电解电容器",689,1,
714,"31.060.50","Aluminium electrolytic capacitors","铝电解电容器",689,1,
715,"31.060.60","Variable capacitors","可变电容器",689,1,
716,"31.060.70","Power capacitors","电力电容器",689,1,"Capacitors for power networks, see 29.240.99"
717,"31.060.99","Other capacitors","其他电容器",689,1,
719,"31.080.01","Semiconductor devices in general","半导体器件综合",690,1,
720,"31.080.10","Diodes","二极管",690,1,
721,"31.080.20","Thyristors","晶体闸流管",690,1,
722,"31.080.30","Transistors","三极管",690,1,
723,"31.080.99","Other semiconductor devices","其他半导体器件",690,1,
732,"31.220.01","Electromechanical components in general","机电零部件综合",698,1,
733,"31.220.10","Plug-and-socket devices. Connectors","插头和插座装置、连接器",698,1,
734,"31.220.20","Switches","开关",698,1,
735,"31.220.99","Other electromechanical components","其他机电零部件",698,1,
738,"33.020","Telecommunications in general","电信综合",14,1,"Including infrastructure"
739,"33.030","Telecommunication services. Applications","电信业务、应用",14,1,"Including supplementary services, service aspects and associated legal traceability aspects"
740,"33.040","Telecommunication systems","电信系统",14,1,"Including network (system) aspects"
741,"33.050","Telecommunication terminal equipment","电信终端设备",14,1,
742,"33.060","Radiocommunications","无线通信",14,1,
743,"33.080","Integrated Services Digital Network (ISDN)","综合业务数字网(ISDN)",14,1,
744,"33.100","Electromagnetic compatibility (EMC) ","电磁兼容性(EMC)",14,1,"Including radio interference"
745,"33.120","Components and accessories for telecommunications equipment","电信设备用部件和附件",14,1,"Plug-and-socket devices, connectors, see 31.220.10 
Switches, see 31.220.20"
746,"33.140","Special measuring equipment for use in telecommunications","电信专用测量设备",14,1,
747,"33.160","Audio, video and audiovisual engineering","音频、视频和视听工程",14,1,
748,"33.170","Television and radio broadcasting","电视播放和无线电广播",14,1,
749,"33.180","Fibre optic communications","光纤通信",14,1,
750,"33.200","Telecontrol. Telemetering","遥控、遥测、遥感",14,1,"Including Supervising, Control and Data Acquisition System (SCADA)"
754,"33.040.01","Telecommunication systems in general","电信系统综合",740,1,
755,"33.040.20","Transmission systems","传输系统",740,1,"Including synchronization, cable systems, integrated cabling, pathways and multiplexing"
756,"33.040.30","Switching and signalling systems","交换和信令系统",740,1,"Including telecommunication call charging and billing aspects"
757,"33.040.35","Telephone networks","电话网络",740,1,"Including Public Switched Telephone Networks (PSTN), Private Telecommunication Networks (PTN) and Private Integrated Service Networks (PISN)"
758,"33.040.40","Data communication networks","数据通信网络",740,1,"Including Packet Switched Public Data Networks (PSPDN) and Ethernet 
ISDN, see 33.080 
OSI local, wide and metropolitan area networks, see 35.110 
Modems, see 35.180"
759,"33.040.50","Lines, connections and circuits","线路、连接和电路",740,1,"Including access networks and network elements"
760,"33.040.99","Other equipment for telecommunication systems","其他电话、电报和电信系统用设备",740,1,
762,"33.050.01","Telecommunication terminal equipment in general","电信终端设备综合",741,1,
763,"33.050.10","Telephone equipment","电话设备",741,1,
764,"33.050.20","Paging equipment","寻呼设备",741,1,
765,"33.050.30","Equipment for telex, teletext, telefax","用户电报、可视图文、传真设备",741,1,"Modems, see 35.180"
766,"33.050.99","Other telecommunication terminal equipment","其他电信终端设备",741,1,
768,"33.060.01","Radiocommunications in general","无线通信综合",742,1,
769,"33.060.20","Receiving and transmitting equipment","接收和发射设备",742,1,
770,"33.060.30","Radio relay and fixed satellite communications systems","无线中继和固定卫星通信系统",742,1,
771,"33.060.40","Cabled distribution systems","电缆分配系统",742,1,
777,"33.060.99","Other equipment for radiocommunications","其他无线通信设备",742,1,
780,"33.100.01","Electromagnetic compatibility in general","电磁兼容性综合",744,1,
781,"33.100.10","Emission","发射",744,1,
782,"33.100.20","Immunity","抗扰性",744,1,
783,"33.100.99","Other aspects related to EMC","有关电磁兼容性的其他",744,1,
785,"33.120.01","Components and accessories in general","部件和附件综合",745,1,
786,"33.120.10","Coaxial cables. Waveguides","同轴电缆、波导",745,1,
787,"33.120.20","Wires and symmetrical cables","导线和对称电缆",745,1,
788,"33.120.30","RF connectors","射频连接器",745,1,
789,"33.120.40","Aerials","天线",745,1,
790,"33.120.99","Other components and accessories","其他部件和附件",745,1,
793,"33.160.01","Audio, video and audiovisual systems in general","音频、视频和视听系统",747,1,"Stage and studio equipment, see 97.200.10"
794,"33.160.10","Amplifiers","放大器",747,1,
795,"33.160.20","Radio receivers","无线电接收机",747,1,
796,"33.160.25","Television receivers","电视接收机",747,1,
797,"33.160.30","Audio systems","音频系统",747,1,"Including tape recorders, records, magnetic tapes, cassettes, CDs, etc."
798,"33.160.40","Video systems","视频系统",747,1,"Including video tape recorders, cameras, cassettes, laser disks, etc."
799,"33.160.50","Accessories","附件",747,1,"Including headphones, loudspeakers, microphones, etc."
800,"33.160.60","Multimedia systems and teleconferencing equipment","多媒体系统和电话会议",747,1,
801,"33.160.99","Other audio, video and audiovisual equipment","其他音频、视频和视听",747,1,
804,"33.180.01","Fibre optic systems in general","光纤系统综合",749,1,
805,"33.180.10","Fibres and cables","光纤和光缆",749,1,
806,"33.180.20","Fibre optic interconnecting devices","光纤连接器",749,1,
807,"33.180.30","Optic amplifiers","光放大器",749,1,
808,"33.180.99","Other fibre optic equipment","其他光纤设备",749,1,
810,"35.020","Information technology (IT) in general","信息技术(IT)综合",15,1,"Including general aspects of IT equipment"
811,"35.040","Information coding","字符集和信息编码",15,1,"Including coding of audio, picture, multimedia and hypermedia information, bar coding, etc. 
IT security techniques, see 35.030"
812,"35.060","Languages used in information technology","信息技术用语言",15,1,
813,"35.080","Software","软件开发和系统文件",15,1,"Including software development, documentation and use 
Internet applications, see 35.240.95"
814,"35.100","Open systems interconnection (OSI)","开放系统互连(OSI)",15,1,
815,"35.110","Networking","网络",15,1,"Including local area networks (LAN), metropolitan area networks (MAN), wide area networks (WAN), etc. 
Private Integrated Services Network (PISN), see 33.040.35 
Integrated Services Digital Network (ISDN), see 33.080"
816,"35.140","Computer graphics","计算机图形技术",15,1,
817,"35.160","Microprocessor systems","微处理机系统",15,1,"Including PCs, calculators, etc.
Integrated circuits, see 31.200"
818,"35.180","IT terminal and other peripheral equipment","终端和其他外围设备",15,1,"Including modems"
819,"35.200","Interface and interconnection equipment","接口和互连设备",15,1,
820,"35.220","Data storage devices","数据存储设备",15,1,
821,"35.240","Applications of information technology","信息技术应用",15,1,
822,"35.260","Office machines","办公机械",15,1,"Including typewriters, dictation equipment, addressing machines, letter opening machines, letter folding machines, postal franking machines, their ribbons and other accessories, etc. 
Telephones, see 33.050.10 
Telex and telefax, see 33.050.30 
Copying machines, see 37.100.10 
Wrapping and packaging equipment, see 55.200 
Paper based stationery, see 85.080 
Office furniture, see 97.140 
Non-paper based stationery, see 97.180"
828,"35.100.01","Open systems interconnection in general","开放系统互连(OSI)综合",814,1,
829,"35.100.05","Multilayer applications","多层应用",814,1,"Including International Standardized Profiles"
830,"35.100.10","Physical layer","物理层",814,1,
831,"35.100.20","Data link layer","数据链路层",814,1,
832,"35.100.30","Network layer","网络层",814,1,
833,"35.100.40","Transport layer","运输层",814,1,
834,"35.100.50","Session layer","会话层",814,1,
835,"35.100.60","Presentation layer","表示层",814,1,
836,"35.100.70","Application layer","应用层",814,1,
843,"35.220.01","Data storage devices in general","数据存储设备综合",820,1,
844,"35.220.10","Paper cards and tapes","纸卡和纸带",820,1,
845,"35.220.20","Magnetic storage devices in general","磁存储设备综合",820,1,
